artists,track_name,URL_Found,Whosampled_URL,Real_Year,Sampled_By_Count,Is_Sample_Of,Covered_By_Count,Is_Cover_Of,Remixed_By_Count,Is_Remix_Of,track_id,popularity,duration_ms,danceability,energy,speechiness,acousticness,instrumentalness,loudness,liveness,valence,track_genre,tsne_x,tsne_y,cluster_label
Ariana Grande,34+35,True,https://www.whosampled.com/Ariana-Grande/3435/,2020,2,0,5,0,0,0,6Im9k8u9iIzKMrmV7BWtlF,81,173710,83.0,58.5,9.4,23.7,0.0,75.27603074772887,24.8,48.5,dance,9.173749,-5.138849,5
Ariana Grande,positions,True,https://www.whosampled.com/Ariana-Grande/positions/,2020,4,0,10,0,0,0,35mvY5S1H3J2QZyna3TFe0,85,172324,73.7,80.2,8.780000000000001,46.8,0.0,83.2191940368041,9.31,68.2,dance,19.47892,21.899944,6
Tate McRae,you broke me first,True,https://www.whosampled.com/Tate-McRae/you-broke-me-first/,2020,0,0,10,0,2,0,45bE4HXI0AwGZXfZtMp8JR,84,169265,66.7,37.3,5.0,78.5,0.0,61.70510132774284,9.06,8.23,pop,38.275597,-12.494936,2
Bad Bunny;Jhay Cortez,DÁKITI,True,https://www.whosampled.com/Bad-Bunny/DÁKITI/,2020,1,0,4,0,1,0,4MzXwWMhyBbmu6hOcLVD49,80,205090,73.1,57.3,5.44,40.1,0.00522,58.58374097367809,11.3,14.499999999999998,latin,30.786156,-14.195733,2
Billie Eilish,Therefore I Am,True,https://www.whosampled.com/Billie-Eilish/Therefore-I-Am/,2020,3,0,4,0,0,0,0OZYXc58HooMgBNWyp6cuO,2,174321,88.9,34.0,6.97,21.8,13.0,69.23363615187515,5.5,71.6,electro,14.403445,14.529549,6
Lil Tjay;Polo G;Fivio Foreign,Headshot (feat. Polo G & Fivio Foreign),True,https://www.whosampled.com/Lil-Tjay/Headshot/,2021,0,0,1,0,0,0,4eNOLmx8r2IJAVKvBBL1jv,75,144349,80.80000000000001,63.9,27.9,8.02,0.0,71.59562077801071,15.0,39.5,r-n-b,-1.2516911,-2.2901995,0
Chris Brown;Young Thug,Go Crazy,True,https://www.whosampled.com/Chris-Brown/Go-Crazy/,2020,2,0,0,0,1,0,1IIKrJVP1C9N7iPtG6eOsK,78,176960,75.5,57.8,14.499999999999998,31.6,0.0,63.83414861402282,25.0,58.1,dance,17.150677,10.943372,6
Tenille Arts,Somebody Like That,True,https://www.whosampled.com/Tenille-Arts/Somebody-Like-That/,2020,0,0,1,0,0,0,3hboOw4dS0aXGuP0fyyvbC,72,198208,57.4,79.80000000000001,4.8500000000000005,1.52,0.0,80.49382716049382,11.1,57.99999999999999,country,-22.637634,-7.528816,3
Taylor Swift,willow,True,https://www.whosampled.com/Taylor-Swift/willow/,2020,0,0,9,0,2,0,3AYtDDIbG4DQxnEFELeFag,0,214706,39.2,57.9,16.400000000000002,83.5,0.179,62.60889820638248,14.499999999999998,54.900000000000006,pop,34.631958,3.5120914,2
Ava Max,My Head & My Heart,True,https://www.whosampled.com/Ava-Max/My-Head/,2021,0,0,0,0,0,0,6G7EPeSIjwMKCumrKNsnCt,0,174760,61.4,93.4,7.000000000000001,6.97,0.0,88.1667831353366,12.1,43.6,dance,-27.880863,-20.139887,3
Lil Tjay;Offset;Moneybagg Yo,Run It Up (feat. Offset & Moneybagg Yo),True,https://www.whosampled.com/Lil-Tjay/Run-It-Up/,2021,0,0,0,0,0,0,1dg3qy5DjoJodawfOCgrTP,78,232048,88.0,57.49999999999999,16.3,41.5,0.0,77.06964826461682,10.9,67.10000000000001,r-n-b,18.369162,17.06913,6
All Time Low;Demi Lovato;blackbear,Monsters (feat. Demi Lovato and blackbear),True,https://www.whosampled.com/All-Time-Low/Monsters/,2020,0,0,2,0,2,0,50DMJJpAeQv4fIpxZvQz2e,66,174424,51.0,78.7,5.29,1.37,0.0,88.15280689494527,36.8,79.3,punk-rock,-40.11734,10.852499,3
DMX,Ruff Ryders' Anthem,True,https://www.whosampled.com/DMX/Ruff-Ryders%27-Anthem/,1998,17,0,2,0,1,0,1BKT2I9x4RGKaKqW4up34s,70,214440,88.0,57.7,30.2,5.64,0.000102,67.74283717679944,20.1,74.0,hardcore,-7.8516054,13.61203,0
DMX,X Gon' Give It To Ya,True,https://www.whosampled.com/DMX/X-Gon%27-Give-It-To-Ya/,2002,44,0,2,0,0,0,1zzxoZVylsna2BQB65Ppcb,74,217586,76.1,89.9,18.3,1.35,0.0,91.05054740274866,7.19,67.30000000000001,hardcore,-16.152792,3.9931507,0
Taylor Swift,You Belong With Me (Taylor’s Version),True,https://www.whosampled.com/Taylor-Swift/You-Belong/,2021,0,0,0,0,0,0,6vJaXvEXh6HOeiEZLFDhrp,9,231124,63.2,77.3,3.46,6.23,0.0,82.82320055904961,8.85,47.4,pop,-11.374363,-9.107119,0
Demi Lovato,Dancing With The Devil,True,https://www.whosampled.com/Demi-Lovato/Dancing/,2021,0,0,0,0,0,0,2Wpr8kAVSHp5RvTXhBWtwp,2,243992,39.2,64.2,4.31,26.9,0.0,78.36477987421384,11.0,12.9,dance,5.616238,-30.89462,7
Lil Baby;EST Gee,Real As It Gets,True,https://www.whosampled.com/Lil-Baby/Real-As-It-Gets/,2021,0,0,1,0,0,0,5KDEqPWSBZzrANHGBlJ8xN,3,192804,77.9,70.5,16.3,0.471,0.0,78.00139762403914,9.71,19.6,hip-hop,3.2004397,-19.830267,5
Ritt Momney,Put Your Records On,True,https://www.whosampled.com/Ritt-Momney/Put-Your-Records-On/,2020,0,0,1,1,0,0,6AGOKlMZWLCaEJGnaROtF9,77,210463,39.900000000000006,49.1,5.38,5.63,0.089,55.23410202655485,11.0,15.1,indie-pop,14.709848,-30.352253,5
BTS,Film out,True,https://www.whosampled.com/BTS/Film-out/,2021,0,0,3,0,0,0,3UHPGOkUcE4hE7sqBF4Snt,70,214620,49.9,70.89999999999999,13.4,29.6,0.0,75.6114605171209,33.1,31.4,k-pop,-19.94589,-23.284416,7
BTS,Dynamite,True,https://www.whosampled.com/BTS/Dynamite/,2020,7,0,19,0,4,0,5QDLhrAOJJdNAmCTJ8xMyW,85,199053,74.6,76.5,9.93,1.12,0.0,84.90100163056138,9.36,73.7,k-pop,-15.115205,6.6821103,0
Niko Moon,GOOD TIME,False,,2021,0,0,0,0,0,0,2S8UMuLJ0z8agFgFGJ6Ztt,70,214720,80.2,59.0,4.93,8.74,0.0,71.9543442813883,27.500000000000004,68.7,country,-5.0811577,9.330438,0
Justin Bieber;The Kid LAROI,Unstable,True,https://www.whosampled.com/Justin-Bieber/Unstable/,2021,0,0,1,0,0,0,3DctSNSBYAo95RsDolNRr5,0,158324,49.5,33.300000000000004,2.88,73.7,0.0,58.3508036338225,11.2,37.0,pop,43.847336,-10.045268,2
Justin Bieber;Burna Boy,Loved By You,True,https://www.whosampled.com/Justin-Bieber/Loved-By-You/,2021,0,0,0,0,0,0,5441DT9P5AL05PQSoNMNzS,0,159250,79.0,72.39999999999999,8.52,6.959999999999999,0.000233,72.96529233636151,11.3,64.2,pop,-10.276593,6.1965294,0
ROSÉ,On The Ground,True,https://www.whosampled.com/ROSÉ/On-The-Ground/,2021,0,0,5,0,0,0,2xgACMNtJ5YktyvOC83SPO,72,168085,31.1,60.7,11.0,1.7399999999999998,0.0,74.8008385744235,13.1,28.6,k-pop,3.9615977,-36.36215,7
Selena Gomez;Rauw Alejandro,Baila Conmigo,True,https://www.whosampled.com/Selena-Gomez/Baila-Conmigo/,2021,0,0,1,0,0,0,77Y5dUO0hTaxJ33pQ0G6Qh,2,186087,82.39999999999999,54.50000000000001,6.99,2.21,0.375,72.24318658280923,9.7,68.30000000000001,dance,-6.3461347,6.3536406,0
Jack Harlow,Tyler Herro,True,https://www.whosampled.com/Jack-Harlow/Tyler-Herro/,2020,2,0,1,0,0,0,3w1WjD2zJqjBjDz5fwqQPJ,74,156578,79.2,79.3,8.41,8.72,0.0,76.63172606568833,22.0,77.5,k-pop,-30.798277,14.87112,4
Gabby Barrett;Charlie Puth,I Hope,True,https://www.whosampled.com/Gabby-Barrett/I-Hope/,2019,1,0,1,0,1,0,4BPcGND7l0vR0D2Ky8mJP1,0,211605,56.3,57.6,4.01,17.1,0.0,75.18751455858373,15.8,41.2,country,14.013476,-19.97834,5
KAROL G,BICHOTA,True,https://www.whosampled.com/KAROL-G/BICHOTA/,2020,0,0,3,0,0,0,38Uq4auvCzFYWtYjLeB5xz,0,178946,86.3,66.60000000000001,15.2,21.2,0.0493,86.07500582343349,10.3,83.8,reggae,-4.389079,17.907745,1
Clinton Kane,CHICKEN TENDIES,True,https://www.whosampled.com/Clinton-Kane/CHICKEN-TENDIES/,2020,0,0,2,0,0,0,0awuNCj9gwJEM0seER22DW,69,196844,56.99999999999999,68.89999999999999,14.7,35.8,0.0,76.36617749825297,8.19,56.8,singer-songwriter,20.098173,-1.2853541,5
Shawn Mendes;Justin Bieber,Monster,True,https://www.whosampled.com/Shawn-Mendes/Monster/,2020,0,0,5,0,0,0,1YWKBAteTntVb3vY3okMDK,1,178994,65.2,38.3,5.16,6.76,0.0,72.48078266946192,8.28,54.900000000000006,dance,6.049677,2.9296813,0
Kenny Chesney,Happy Does,True,https://www.whosampled.com/Kenny-Chesney/Happy-Does/,2020,1,0,1,0,0,0,3khHZ5Tz9mwLYbEmnCimvq,0,168733,71.6,66.5,3.82,30.4,0.0,79.88819007686932,12.3,59.8,country,13.541473,-4.3761992,5
Ava Max,Kings & Queens,True,https://www.whosampled.com/Ava-Max/Kings/,2020,3,0,2,0,0,0,7a53HqqArd4b9NF4XAmlbI,81,162398,63.7,69.0,4.05,0.786,0.0,86.54553924994175,12.4,45.7,dance,-7.945009,-10.111598,0
DaBaby;Roddy Ricch,ROCKSTAR,True,https://www.whosampled.com/DaBaby/ROCKSTAR/,2020,6,0,4,0,1,0,1FHf9qmNWwDsZYdLnteiQI,1,181733,74.6,69.0,16.400000000000002,24.7,0.0,68.38108548800373,10.1,49.7,hip-hop,7.665399,-3.5175955,0
Sam Smith,Diamonds,True,https://www.whosampled.com/Sam-Smith/Diamonds/,2020,2,0,2,0,1,0,3tj1y5eQNFMcXnkH0AcXTm,3,213869,65.3,66.7,4.23,15.4,0.0,73.93431167016074,10.7,55.60000000000001,dance,1.1027633,6.5425415,0
Jawsh 685;Jason Derulo;BTS,Savage Love (Laxed – Siren Beat) [BTS Remix],True,https://www.whosampled.com/Jawsh-685/Savage-Love/,2020,0,0,1,0,2,0,4TgxFMOn5yoESW6zCidCXL,73,184905,75.8,59.8,8.68,16.0,0.0,78.914511996273,29.5,65.8,pop,-4.943035,9.365244,0
Jason Derulo,Take You Dancing,True,https://www.whosampled.com/Jason-Derulo/Take-You-Dancing/,2020,0,0,3,0,5,0,59qrUpoplZxbIZxk6X0Bm3,78,190306,78.9,71.1,4.1000000000000005,3.32,0.0,85.65571861169346,8.76,75.3,dance,-13.812381,6.8973813,0
Dan + Shay,I Should Probably Go To Bed,False,,2020,0,0,1,0,0,0,5ovVcYo2MvjVydFwFyaaqy,67,171826,72.1,27.700000000000003,3.65,63.4,0.0,72.23852783601211,11.2,30.9,country,37.326134,-9.859283,2
Maluma,Hawái,True,https://www.whosampled.com/Maluma/Hawái/,2020,0,0,2,0,1,0,1yoMvmasuxZfqHEipJhRbp,77,199112,78.3,72.7,38.9,18.5,0.00246,89.35476356860005,6.260000000000001,55.8,latino,-3.8476815,0.5710519,0
Blake Shelton;Gwen Stefani,Happy Anywhere,True,https://www.whosampled.com/Blake-Shelton/Happy-Anywhere/,2019,2,0,8,0,0,0,1DSf23IQgLUFAABgklPday,0,171026,60.6,73.7,3.2099999999999995,13.4,0.0,78.68157465641742,5.7,65.0,country,-16.778093,10.824323,4
Harry Styles,Watermelon Sugar,True,https://www.whosampled.com/Harry-Styles/Watermelon-Sugar/,2019,5,0,16,0,0,0,6UelLqGlWMcVH1E5c4H7lY,89,174000,54.8,81.6,4.65,12.2,0.0,85.83740973678081,33.5,55.7,pop,-38.170105,-10.232062,3
Jack Harlow;Big Sean,Way Out,True,https://www.whosampled.com/Jack-Harlow/Way-Out/,2020,0,0,0,0,0,0,45ffClKkj594CkU0naaLrM,0,168906,94.5,58.2,7.19,11.4,0.0,66.51292802236199,10.3,90.7,hip-hop,-11.301368,40.778885,1
Jameson Rodgers,Some Girls,False,,1958,2,0,55,0,0,0,5GBmbWZnre6mK9kCpv1ZEZ,40,184893,42.9,83.1,4.73,7.81,0.0,81.6491963661775,31.2,34.8,country,-21.193066,-38.057583,7
Brenda Lee,Rockin' Around The Christmas Tree,True,https://www.whosampled.com/Brenda-Lee/Rockin%27-Around-The-Christmas-Tree/,1958,5,0,111,0,0,0,6miHkzLx5cKHhxSP3ozWQ6,1,124906,70.8,59.3,4.6,76.4,0.0,76.71558350803633,48.4,85.6,rockabilly,31.515326,19.197525,6
Chuck Berry,Run Rudolph Run,True,https://www.whosampled.com/Chuck-Berry/Run-Rudolph-Run/,1958,0,0,139,0,0,0,1S4rxDloMtAduogKeiJZmR,0,162897,64.7,87.6,18.5,88.1,0.00359,79.06825064057769,26.0,94.9,blues,30.873024,26.202692,6
Dean Martin,"Let It Snow, Let It Snow, Let It Snow",True,https://www.whosampled.com/Dean-Martin/Let-It-Snow-Let-It-Snow-Let-It-Snow/,1946,10,0,213,0,0,0,6Oj0CylkftUHZu1jR5INhX,0,116413,45.7,36.0,3.74,82.8,0.0127,62.64150943396226,15.0,68.2,jazz,39.62392,6.253522,2
Nat King Cole,The Christmas Song (Merry Christmas To You),True,https://www.whosampled.com/Nat-King-Cole/The-Christmas-Song/,1946,20,0,427,0,0,0,0oTICiR6tPDmIPCmHS4qby,1,192160,32.0,21.0,3.45,92.0,0.00801,34.488702539017005,13.8,20.8,jazz,51.202427,-13.720273,2
Dan + Shay,Take Me Home for Christmas,False,,2011,0,0,0,0,0,0,74neN8NvU5LnqgzBibX6MH,1,203880,69.39999999999999,76.9,3.25,16.3,0.0,83.71302119729793,9.76,66.3,country,-17.862059,11.9526825,4
Wham!,Last Christmas,True,https://www.whosampled.com/Wham/Last-Christmas/,2011,0,0,0,0,0,0,2FRnf9qhLbvw8fu4IBXx78,74,262960,73.5,47.8,2.93,18.9,0.000248,47.34218495224785,35.5,94.7,disco,5.769038,36.852207,1
Michael Bublé,It's Beginning to Look a Lot Like Christmas,True,https://www.whosampled.com/Michael-Bublé/It%27s-Beginning-to-Look-a-Lot-Like-Christmas/,2011,1,0,0,1,0,0,4DwWLKys3e3SRuJovxX7hz,1,206346,33.5,23.200000000000003,3.34,90.8,0.0008889999999999,54.00419287211741,29.2,38.1,j-pop,47.90723,-11.489093,2
Paul McCartney,Wonderful Christmastime,True,https://www.whosampled.com/Paul-McCartney/Wonderful-Christmastime/,1979,13,0,76,0,0,0,5aj4UEKeW7T3eI4ETaN7Me,0,225933,67.2,60.1,2.79,12.8,0.0,75.30864197530865,8.24,76.3,folk,-12.50908,35.916393,1
Elvis Presley,Blue Christmas,True,https://www.whosampled.com/Elvis-Presley/Blue-Christmas/,1957,3,0,75,1,0,0,3KJombE6eRPrdrhNJza7T8,0,128080,50.6,47.5,3.24,83.0,0.411,70.26321919403681,12.4,59.6,rock-n-roll,38.36285,4.865405,2
Pink Sweat$;Donny Hathaway,This Christmas,False,,1960,1,0,0,0,0,0,6BLsEzE62odkTXVtVwzBhF,0,181365,63.9,65.60000000000001,4.21,11.8,0.000276,74.78686233403215,8.41,38.2,chill,-0.70781726,-15.679551,0
Nat King Cole,Deck The Halls,True,https://www.whosampled.com/Nat-King-Cole/Deck-The-Halls/,1960,2,0,0,1,0,0,2x9gxKi3h7o7gLbzC37rPk,1,69000,63.5,39.3,3.94,65.2,0.0,54.71698113207548,8.450000000000001,97.0,jazz,38.554947,16.592632,6
The Beach Boys,Little Saint Nick,True,https://www.whosampled.com/The-Beach-Boys/Little-Saint-Nick/,1963,0,0,49,0,0,0,2ool4lj9DOLJpvdHMFMj4x,0,120226,55.1,42.4,3.53,63.7,0.0,55.457721872816215,16.5,92.5,psych-rock,37.75711,16.942282,6
Carrie Underwood;John Legend,Hallelujah,True,https://www.whosampled.com/Carrie-Underwood/Hallelujah/,2020,0,0,2,0,0,0,7bfZTvjOD4WXpweVxpg85o,2,275099,33.5,43.0,3.22,84.6,0.0,80.45655718611692,12.6,37.9,country,42.587257,-13.022699,2
Justin Bieber,Rockin' Around The Christmas Tree,True,https://www.whosampled.com/Justin-Bieber/Rockin%27-Around-The-Christmas-Tree/,2020,0,0,0,1,0,0,3HqSKkoH7DqzfJYrBqvzSq,0,132732,46.400000000000006,64.2,3.2,1.89,0.0,88.41369671558351,9.57,82.8,pop,-17.838388,27.006884,4
Carrie Underwood,Favorite Time Of Year,True,https://www.whosampled.com/Carrie-Underwood/Favorite-Time-Of-Year/,2025,0,0,0,0,0,0,5qWwotKwu8uj7IoSFvbAmk,1,195320,50.9,88.1,4.97,0.489,0.0,80.74539948753787,35.9,50.9,country,-39.631733,-12.017486,3
Gabby Barrett,The First Noel,True,https://www.whosampled.com/Gabby-Barrett/The-First-Noel/,2025,0,0,0,1,0,0,3siQrWtkFVmCLYITXxuvPD,0,261303,45.8,35.099999999999994,2.44,69.6,0.0,77.26531563009551,14.3,10.2,country,40.49679,-14.782902,2
BTS,Life Goes On,True,https://www.whosampled.com/BTS/Life-Goes-On/,2020,1,0,9,0,0,0,5FVbvttjEvQ8r2BgUcJgNg,79,207481,56.6,71.6,4.24,0.6910000000000001,0.0,78.73747961798276,37.0,45.0,k-pop,-40.46137,-7.8926697,3
Conan Gray,Heather,True,https://www.whosampled.com/Conan-Gray/Heather/,2020,0,0,8,0,0,0,4xqrdfXkTW4T0RauPLv3WA,87,198040,35.7,42.5,3.3300000000000005,58.4,0.0,71.4325646401118,32.2,27.0,pop,36.952972,-17.500443,2
Bad Bunny,TE MUDASTE,True,https://www.whosampled.com/Bad-Bunny/TE-MUDASTE/,2020,0,0,0,0,0,0,5RubKOuDoPn5Kj5TLVxSxY,81,130013,81.10000000000001,63.7,5.91,23.4,0.0572,82.92103424178896,11.8,47.1,latino,9.917221,-6.6259937,5
ラックライフ,Lily,False,,2020,1,0,0,0,0,0,6Bt6EU8gtqCCiz18Z19mfn,49,263893,63.2,73.6,5.029999999999999,5.37,0.0,88.95411134404846,13.7,76.3,j-pop,-24.05547,16.813324,4
Moneybagg Yo,Said Sum,True,https://www.whosampled.com/Moneybagg-Yo/Said-Sum/,2020,2,0,0,0,1,0,2wcsZBShCd9jpK4u7rSCsh,1,155168,92.9,66.7,35.3,1.85,0.0,73.81784300023294,10.0,27.4,hip-hop,-0.48626283,-3.2592564,0
BTS,Blue & Grey,True,https://www.whosampled.com/BTS/Blue/,2020,0,0,0,0,0,0,7Ki0hse0IfXEcXUlpyECbJ,71,254950,54.7,60.5,4.15,42.0,0.0,73.97624039133474,12.5,36.4,k-pop,21.648916,-9.4616375,5
BTS,Stay,True,https://www.whosampled.com/BTS/Stay/,2020,0,0,0,0,0,0,0TdWVbcerMAcvljXrl9gpG,67,204800,58.2,69.3,4.65,11.4,0.0,81.92872117400418,13.0,34.1,k-pop,-3.4221787,-27.295385,7
BTS,Fly To My Room,True,https://www.whosampled.com/BTS/Fly-To-My-Room/,2020,0,0,0,0,0,0,1NHl9g36Ebu3g16y0vtUNV,67,222242,76.4,52.6,21.2,4.84,0.0,71.18099231306778,7.180000000000001,58.8,k-pop,-3.0162487,3.969393,0
BTS,Telepathy,True,https://www.whosampled.com/BTS/Telepathy/,2020,0,0,1,0,0,0,6Fnvi5QnVkTskSzeRvvQds,70,202313,78.7,66.9,4.279999999999999,0.782,0.0,85.25972513393899,12.3,56.99999999999999,k-pop,-9.649728,3.6067362,0
BTS,Dis-ease,True,https://www.whosampled.com/BTS/Dis-ease/,2020,1,0,2,0,0,0,0hxeouHqP3qzpTHerA7ha2,69,239722,73.1,84.5,13.2,1.32,0.0,80.51246214768227,7.82,48.4,k-pop,-15.241828,-1.7966355,0
Travis Scott;Young Thug;M.I.A.,FRANCHISE (feat. Young Thug & M.I.A.),True,https://www.whosampled.com/Travis-Scott/FRANCHISE/,2020,2,0,4,0,1,0,4jVBIpuOiMj1crqd8LoCrJ,70,202794,83.5,69.89999999999999,27.700000000000003,0.6709999999999999,0.0,80.26554856743535,19.5,54.7,house,-6.7273774,0.77011997,0
SAINt JHN,Roses,True,https://www.whosampled.com/SAINt-JHN/Roses/,2016,4,0,2,0,2,0,3mRlFZHUyvJbPTlkzg4LyJ,62,173610,78.2,50.0,6.11,34.2,0.00188,75.29000698812021,13.3,28.000000000000004,house,23.630068,-14.623756,5
Ariana Grande;Doja Cat,motive (with Doja Cat),True,https://www.whosampled.com/Ariana-Grande/motive/,2020,0,0,1,0,0,0,5GkQIP5mWPi4KZLLXeuFTT,78,167989,78.9,74.2,6.52,6.81,0.0,79.05893314698346,16.6,66.10000000000001,dance,-11.564759,6.2302856,0
Michael Jackson,Thriller,True,https://www.whosampled.com/Michael-Jackson/Thriller/,1982,326,0,129,0,12,0,7azo4rpSUh8nXgtonC6Pkq,70,358053,76.4,88.7,7.439999999999999,8.16,0.011,88.0875844397857,84.7,72.0,soul,-47.114906,1.0206397,3
Dua Lipa,Break My Heart,True,https://www.whosampled.com/Dua-Lipa/Break-My-Heart/,2020,7,0,8,0,6,0,017PF4Q3l4DBUiWoXk4OWT,78,221820,73.0,72.89999999999999,8.84,16.7,0.000139,89.44793850454228,34.9,46.7,dance,-17.942102,-20.110716,7
Dua Lipa,Don't Start Now,True,https://www.whosampled.com/Dua-Lipa/Don%27t-Start-Now/,2019,13,0,20,0,8,0,3PfIrDoz19wz7qK7tYeu62,81,183290,79.3,79.3,8.3,1.23,0.0,84.38388073608199,9.51,67.9,dance,-14.5222435,4.968637,0
Ty Dolla $ign;Post Malone,Spicy,False,,2020,0,0,3,0,0,0,5JzX4z7nOrstlzGbwd1hOJ,0,143375,78.2,51.0,4.19,14.3,0.0,78.77940833915676,11.5,11.8,dance,7.0784435,-20.442646,5
J Balvin;Dua Lipa;Bad Bunny;Tainy,UN DIA (ONE DAY),True,https://www.whosampled.com/J-Balvin/UN-DIA/,2020,1,0,7,0,0,0,0pw2SQhAtP0zblvVFQfr3n,7,232146,57.99999999999999,69.5,6.710000000000001,0.638,0.0,67.03936641043559,17.4,40.2,latino,-8.576497,-16.266512,7
Taylor Swift,cardigan,True,https://www.whosampled.com/Taylor-Swift/cardigan/,2020,2,0,14,0,1,0,14MGlCeQzAJj3EeznSGeEC,0,239560,61.2,57.99999999999999,4.19,52.5,0.0414,65.511297460983,26.0,53.400000000000006,pop,28.968513,10.172679,6
Joel Corry;MNEK,Head & Heart,True,https://www.whosampled.com/Joel-Corry/Head/,2020,0,0,1,0,0,0,34EbXKNnIAkgJEuWAcEQ8O,0,166028,73.4,87.4,6.619999999999999,16.8,0.00114,90.73375262054508,4.89,90.5,dance,-24.765518,35.228676,4
G-Eazy;blackbear,Hate The Way (feat. blackbear),True,https://www.whosampled.com/G-Eazy/Hate-The-Way/,2020,0,0,2,0,0,0,3QGppKBPd9gHOgHJzRbVIw,59,214363,56.89999999999999,86.5,26.6,6.73,0.0,87.53785231772653,31.2,36.1,indie-pop,-30.74999,-24.843966,3
Marshmello;Demi Lovato,OK Not To Be OK,True,https://www.whosampled.com/Marshmello/OK-Not-To-Be-OK/,2020,0,0,1,0,2,0,0zzVTGyRrWpQu8Fr28NRAv,75,159862,74.3,83.7,6.49,1.72,0.0,82.03587235033777,7.430000000000001,26.3,dance,-3.9682777,-11.80474,0
BLACKPINK;Selena Gomez,Ice Cream (with Selena Gomez),True,https://www.whosampled.com/BLACKPINK/Ice-Cream/,2020,1,0,6,0,0,0,1cdbkpZ3q1KYZDNSrOpdkb,70,175813,79.10000000000001,73.3,35.0,3.05,0.0169,87.50058234334965,4.23,91.3,k-pop,-8.187215,17.504719,1
Topic;A7S,Breaking Me,True,https://www.whosampled.com/Topic/Breaking-Me/,2019,4,0,2,0,5,0,5HOlPj1GPGrp8sbad1BPDU,0,166793,78.9,72.0,21.7,22.3,0.0,79.1148381085488,12.9,66.4,edm,-2.933944,14.641176,0
Machine Gun Kelly,bloody valentine,True,https://www.whosampled.com/Machine-Gun-Kelly/bloody-valentine/,2020,0,0,2,0,0,0,5cc6bqV4lFNB8etIbI7SNz,0,205015,52.0,85.6,8.06,0.0193,0.0,85.74889354763569,15.7,47.0,hip-hop,-26.252714,-15.033678,3
Clairo,Sofia,True,https://www.whosampled.com/Clairo/Sofia/,2019,2,0,3,0,0,0,7B3z0ySL9Rr0XvZEAjWZzM,81,188386,74.4,61.9,3.9,59.8,0.372,59.76706266014442,23.1,64.1,indie-pop,31.20302,13.402652,6
BLACKPINK,Lovesick Girls,True,https://www.whosampled.com/BLACKPINK/Lovesick-Girls/,2020,1,0,4,0,0,0,1GMufNnkKAnPLnqKJ5HHxW,73,192765,65.8,73.2,6.54,0.513,0.0,83.2611227579781,13.0,40.9,k-pop,-6.7710114,-11.326326,0
Calvin Harris;The Weeknd,Over Now (with The Weeknd),True,https://www.whosampled.com/Calvin-Harris/Over-Now/,2020,0,0,2,0,0,0,58AGoOGbwsQMhBbH0eFLRR,71,210795,61.2,88.4,4.54,7.59,0.132,86.28464942930351,24.7,67.9,electro,-37.201138,7.767041,3
KAROL G,"Ay, DiOs Mío!",True,https://www.whosampled.com/KAROL-G/Ay-DiOs-Mío/,2019,0,0,1,0,0,0,493Gp8GQJHDtfGyUKvihrF,0,189840,71.5,70.6,19.5,49.6,0.134,84.84043792219892,10.6,52.2,reggae,18.571304,-0.59988815,5
Ashe;Niall Horan,Moral of the Story (feat. Niall Horan),True,https://www.whosampled.com/Ashe/Moral-of-the-Story/,2019,0,0,3,0,1,0,2NWVdwbd2hPIzC2lyf4y63,67,198515,59.9,37.4,3.85,49.5,0.0,64.00186349871885,22.1,22.4,electro,33.95136,-14.778361,2
Doja Cat,Say So,True,https://www.whosampled.com/Doja-Cat/Say-So/,2019,9,0,18,0,6,0,3Dv1eDb0MEgF93GpLXlucZ,79,237893,78.7,67.30000000000001,15.9,26.4,0.000335,84.09503843466109,9.04,77.9,dance,12.243569,20.766308,6
Maren Morris,The Bones,True,https://www.whosampled.com/Maren-Morris/The-Bones/,2019,1,0,6,0,2,0,7yFhA2fUsL2oIMWlw5DaHQ,75,197293,61.2,56.99999999999999,3.47,27.800000000000004,0.0,74.50267877940834,9.63,33.4,country,16.342329,-12.493938,5
Ashley McBryde,One Night Standards,True,https://www.whosampled.com/Ashley-McBryde/One-Night-Standards/,2020,0,0,7,0,0,0,6TW8hTa1G41tVZ2RVEr9YI,0,190973,53.7,68.60000000000001,2.93,2.87,0.7040000000000001,82.0498485907291,9.88,61.1,country,-14.637132,-11.930877,0
Justin Bieber;Quavo,Intentions,True,https://www.whosampled.com/Justin-Bieber/Intentions/,2020,1,0,14,0,0,0,3UoApjQ4IttQXTAAS5ucKL,0,212868,81.3,55.400000000000006,5.44,31.5,0.0,74.55392499417657,10.5,86.0,pop,16.335825,18.58707,6
Ariana Grande;Justin Bieber,Stuck with U (with Justin Bieber),True,https://www.whosampled.com/Ariana-Grande/Stuck/,2020,0,0,0,0,0,0,4HBZA5flZLE435QTztThqH,83,228482,59.7,45.0,4.18,22.3,0.0,74.42813883065456,38.2,53.7,dance,19.514921,7.0143647,6
Florida Georgia Line,I Love My Country,True,https://www.whosampled.com/Florida-Georgia-Line/I-Love-My-Country/,2020,0,0,1,0,0,0,3ph79KYuJ2bndNPA2c1tRH,0,185466,52.5,94.0,6.5,2.83,0.0,88.9261588632658,23.6,63.6,country,-30.21943,-2.3519826,3
