artists,track_name,URL_Found,Whosampled_URL,Real_Year,Sampled_By_Count,Is_Sample_Of,Covered_By_Count,Is_Cover_Of,Remixed_By_Count,Is_Remix_Of,track_id,popularity,duration_ms,danceability,energy,speechiness,acousticness,instrumentalness,loudness,liveness,valence,track_genre,tsne_x,tsne_y,cluster_label
Linkin Park,Breaking the Habit,True,https://www.whosampled.com/Linkin-Park/Breaking-the-Habit/,2003,6,0,16,0,1,0,3dxiWIBVJRlqh9xk144rf4,71,196906,57.9,84.89999999999999,3.03,10.8,0.0,81.13673421849523,9.09,58.1,alternative,-23.128508,-4.834095,3
Franz Ferdinand,Take Me Out,True,https://www.whosampled.com/Franz-Ferdinand/Take-Me-Out/,2004,16,0,8,0,3,0,20I8RduZC2PWMWTDCZuuAN,79,237026,27.700000000000003,66.3,3.77,0.0409,0.051,64.35126950850221,13.6,52.7,alt-rock,-18.231764,-16.92708,7
Brad Paisley;Alison Krauss,Whiskey Lullaby (feat. Alison Krauss),True,https://www.whosampled.com/Brad-Paisley/Whiskey-Lullaby/,2003,2,0,3,0,0,0,4BXkf6yww23Vdju7E1fUrn,64,259453,58.7,35.0,3.18,74.0,0.0,54.41416259026322,15.6,17.0,country,38.344536,-13.430893,2
3 Doors Down,Away From The Sun,True,https://www.whosampled.com/3-Doors-Down/Away-From-The-Sun/,2002,0,0,1,0,0,0,3THdexHRmED4euIY91Zrxc,57,232066,54.1,67.7,2.71,2.44,0.0,76.51059864896344,8.540000000000001,23.7,grunge,-2.315599,-31.182642,7
Velvet Revolver,Slither,True,https://www.whosampled.com/Velvet-Revolver/Slither/,2004,2,0,5,0,0,0,1ugRmaf5TDDf1fO3hFSIs1,53,248306,47.3,97.3,11.0,0.025,15.3,87.59841602608898,7.82,29.1,grunge,-15.399323,-34.003834,7
Lloyd Banks,On Fire,True,https://www.whosampled.com/Lloyd-Banks/On-Fire/,2004,3,0,0,0,0,0,0B2ZuTLZnWQ6gz8RlNwBu1,64,187280,75.9,82.5,22.0,9.23,0.0569999999999999,85.46470999301188,24.0,42.9,hardcore,-5.2791166,-3.5389009,0
Yellowcard,Ocean Avenue,True,https://www.whosampled.com/Yellowcard/Ocean-Avenue/,2003,9,0,14,0,1,0,23oxJmDc1V9uLUSmN2LIvx,74,198266,48.6,90.4,6.38,0.00343,0.00283,87.9711157698579,9.47,78.60000000000001,punk,-31.54233,23.122227,4
Mase,Welcome Back,True,https://www.whosampled.com/Mase/Welcome-Back/,2004,4,0,0,0,1,0,2ZCfaMcJ4NhY4nRNWYLfkN,0,262213,76.4,74.4,18.1,1.09,0.0121999999999999,94.54460750058234,31.8,51.1,hardcore,-30.718845,3.0226216,3
Linkin Park,Lying from You,True,https://www.whosampled.com/Linkin-Park/Lying-from-You/,2003,2,0,5,0,0,0,4qVR3CF8FuFvHN4L6vXlB1,66,175373,53.5,95.1,18.0,0.777,0.0,89.96040065222456,6.69,72.3,alternative,-30.283733,22.659449,4
3 Doors Down,Here Without You,True,https://www.whosampled.com/3-Doors-Down/Here-Without-You/,2003,3,0,32,0,1,0,2Lkn3Of9JHY6RSA8c3omKT,0,238560,55.60000000000001,54.50000000000001,2.55,6.35,0.0,73.91567668297228,12.4,19.3,alt-rock,8.676531,-25.11844,5
Alanis Morissette,Everything,True,https://www.whosampled.com/Alanis-Morissette/Everything/,2004,0,0,2,0,0,0,6iV13NP9lCy9tCrmGt0wSQ,1,273893,48.7,72.89999999999999,3.16,12.6,0.00979,77.27929187048684,13.4,33.900000000000006,singer-songwriter,-3.65576,-28.875153,7
Beenie Man;Ms. Thing,Dude,True,https://www.whosampled.com/Beenie-Man/Dude/,2003,3,0,0,0,4,0,746nPV2NXSoxW3imGpG8gk,57,255360,61.6,71.0,26.4,12.3,0.0,72.60191008618682,12.8,94.5,j-dance,-15.471063,29.412708,4
Nickelback,Someday,True,https://www.whosampled.com/Nickelback/Someday/,2003,0,0,5,0,0,0,4PkJ7c9y1CwpuVOiJODnCZ,71,207466,45.5,85.8,3.91,0.0616,0.0247,79.08222688096903,22.6,59.7,grunge,-32.88158,-9.32205,3
blink-182,I Miss You,True,https://www.whosampled.com/blink-182/I-Miss-You/,2003,15,0,24,0,1,0,2uGos1lTJU2Qd6UpPyRJSP,4,227813,65.2,76.6,3.45,0.0761,0.000634,75.2527370137433,7.39,64.1,punk-rock,-14.648204,9.792282,0
Five For Fighting,100 Years,True,https://www.whosampled.com/Five-For-Fighting/100-Years/,2003,2,0,0,0,0,0,2lFlveK1y13WWp3vnQtrr3,66,244600,64.3,56.89999999999999,2.76,54.400000000000006,0.00217,70.69648264616818,17.8,27.500000000000004,acoustic,29.245855,-6.913956,2
Sean Paul;Sasha,I'm Still In Love With You,True,https://www.whosampled.com/Sean-Paul/I%27m-Still-In-Love/,2003,0,0,0,0,0,0,4ZKbHnIwc2vcBd6U64wO0p,35,268480,61.8,74.9,15.6,0.96,0.0,88.99604006522246,13.0,77.2,dancehall,-25.78793,16.145372,4
Nickelback,Figured You Out,True,https://www.whosampled.com/Nickelback/Figured-You-Out/,2003,0,0,1,0,0,0,1Yuim9eHBfG8YUJII28XDF,61,228480,54.400000000000006,86.7,5.17,0.00263,1.65,79.69718145818774,26.6,72.6,grunge,-37.964645,12.572352,4
Jet,Are You Gonna Be My Girl,True,https://www.whosampled.com/Jet/Are-You-Gonna-Be-My-Girl/,2003,5,0,13,0,0,0,646ekuSJ0o56hmG8gWjSUh,1,215000,59.8,95.0,8.48,0.167,0.0388,89.80200326112275,15.4,57.7,alt-rock,-26.831974,-3.3769512,3
Limp Bizkit,Behind Blue Eyes,True,https://www.whosampled.com/Limp-Bizkit/Behind-Blue-Eyes/,2003,7,0,1,1,0,0,1MTQHCpraD4S8g5PAFKzoj,74,269973,59.5,48.9,2.71,49.7,0.0,74.41882133706034,11.9,9.02,alternative,33.118946,-13.128566,2
No Doubt,It's My Life,True,https://www.whosampled.com/No-Doubt/It%27s-My-Life/,2003,2,0,3,1,2,0,3A5GWLRz25wpL8yx4vf0sq,1,225866,60.6,75.0,3.06,0.26,0.0795,84.31865828092243,32.1,77.10000000000001,alt-rock,-36.361736,11.294673,3
Audioslave,I Am the Highway,True,https://www.whosampled.com/Audioslave/I-Am-the-Highway/,2002,0,0,2,0,0,0,4Im33JWLEobPtMTTAw7GUF,37,334906,34.1,66.2,3.35,10.5,0.0,82.045189843932,11.3,20.0,grunge,2.8838782,-32.877037,7
Three Days Grace,I Hate Everything About You,True,https://www.whosampled.com/Three-Days-Grace/I-Hate-Everything-About-You/,2003,11,0,5,0,0,0,6rUp7v3l8yC4TKxAAR5Bmx,72,231480,49.8,83.0,4.21,0.461,0.0,81.42091777311903,13.900000000000002,45.3,grunge,-24.872873,-14.997942,3
Westside Connection,Gangsta Nation,True,https://www.whosampled.com/Westside-Connection/Gangsta-Nation/,2003,4,0,1,0,1,0,65iyI1iybyv5ecsfBHSdUf,67,293053,84.3,70.0,26.0,12.7,0.0,90.30980666200792,87.6,67.5,hardcore,-45.64367,0.2184854,3
Matchbox Twenty,Unwell,True,https://www.whosampled.com/Matchbox-Twenty/Unwell/,2002,4,0,10,0,0,0,6Bm6qUCSatPAqkQllFL7oA,66,228706,25.6,78.8,4.03,2.98,0.0,80.92709061262522,70.7,42.9,grunge,-49.749332,-13.117646,3
Simple Plan,Perfect,True,https://www.whosampled.com/Simple-Plan/Perfect/,2002,0,0,4,0,0,0,4j3X4KX8rURekAVIFUhI23,70,277026,49.4,67.2,4.05,2.73,0.0,82.72536687631028,10.5,55.7,punk-rock,-14.826563,-12.577692,0
Puddle Of Mudd,Away From Me,True,https://www.whosampled.com/Puddle-Of-Mudd/Away-From-Me/,2003,0,0,1,0,0,0,2PcI5f8KWCnPD988CTK2Gz,26,238573,39.0,93.7,10.0,0.0314,0.0,89.34078732820872,15.8,16.1,grunge,-13.818837,-36.372772,7
Trapt,Headstrong,True,https://www.whosampled.com/Trapt/Headstrong/,2002,1,0,2,0,0,0,1AEYT6VxrxXPMoQUxsY0E4,72,285569,49.2,89.60000000000001,11.7,0.0172,0.000278,78.33682739343118,18.9,53.400000000000006,grunge,-32.4184,-13.112594,3
Staind,So Far Away,True,https://www.whosampled.com/Staind/So-Far-Away/,2003,0,0,3,0,0,0,6FOpPA0a80RuBqqgDozvja,66,243573,40.7,89.60000000000001,6.3,1.2,0.0,91.77265315630096,19.6,15.6,grunge,-13.596552,-36.324345,7
Fountains Of Wayne,Stacy's Mom,True,https://www.whosampled.com/Fountains-Of-Wayne/Stacy%27s-Mom/,2003,16,0,13,0,0,0,27L8sESb3KR79asDUBu8nW,76,197986,77.4,75.0,4.12,0.207,0.00178,82.4924295364547,8.08,92.7,alt-rock,-19.234175,34.543217,4
Live,Heaven,True,https://www.whosampled.com/Live/Heaven/,2003,0,0,1,0,0,0,3v5cS4gKxpJqxUu4wz3DvG,25,226080,51.8,82.5,3.0700000000000003,0.0447,0.0,78.54181225250409,8.309999999999999,30.4,grunge,-7.565558,-30.260475,7
Audioslave,Show Me How to Live,True,https://www.whosampled.com/Audioslave/Show-Me-How-to-Live/,2003,0,0,3,0,0,0,21tuvt3CXIsNquc32v8jpc,41,277840,43.3,85.39999999999999,4.83,0.0336,0.0177,87.42604239459585,16.2,36.8,grunge,-17.794407,-32.47438,7
Linkin Park,Faint,True,https://www.whosampled.com/Linkin-Park/Faint/,2003,7,0,8,0,0,0,4Yf5bqU3NK4kNOypcrLYwU,77,162600,55.400000000000006,97.8,13.1,11.1,0.0,88.8888888888889,7.31,59.4,alternative,-24.66295,2.4268994,3
Black Eyed Peas,Where Is The Love?,True,https://www.whosampled.com/Black-Eyed-Peas/Where-Is-The-Love/,2004,2,0,8,0,2,0,5rZCbYSbQ98GZk0eBqmEKq,0,273813,83.2,70.19999999999999,17.299999999999997,10.3,0.0,90.37037037037037,12.8,81.39999999999999,dance,-5.1715536,17.560265,1
Tamia,Officially Missing You,True,https://www.whosampled.com/Tamia/Officially-Missing-You/,2004,4,0,17,0,4,0,4TFI0lmmt6UyMU8RAgVU4a,0,242466,47.5,40.7,3.68,24.7,0.0,62.40391334730957,14.4,22.6,soul,22.341646,-24.6803,5
Uncle Kracker,Drift Away,True,https://www.whosampled.com/Uncle-Kracker/Drift-Away/,2002,0,0,3,1,0,0,7uoydebZMtE7Ly3jZVXfFN,1,255560,58.4,66.0,3.75,18.0,0.0,81.78895877009084,9.79,86.8,country,-11.671404,27.714523,1
Elephant Man,"Pon De River, Pon De Bank",True,https://www.whosampled.com/Elephant-Man/Pon-De-River-Pon-De-Bank/,2002,0,0,0,0,0,0,05ldMUa2b7KhctXmx0T30M,19,239517,64.8,73.0,41.5,24.8,0.00494,75.87235033775916,8.649999999999999,90.4,j-dance,-6.834596,18.986826,1
Jason Mraz,The Remedy (I Won't Worry),True,https://www.whosampled.com/Jason-Mraz/The-Remedy/,2002,0,0,0,0,0,0,73CbJykoV6WapWGfTeRzTl,35,256440,58.9,86.7,3.85,4.1000000000000005,0.0,84.37456324248778,30.6,79.5,acoustic,-37.599407,11.459168,3
Simple Plan,Addicted,True,https://www.whosampled.com/Simple-Plan/Addicted/,2002,1,0,1,0,0,0,1B8MHa0NveCF1ViBEOZWO5,62,232066,52.2,75.1,4.35,0.0491,0.000222,80.00931749359422,15.8,60.5,punk-rock,-22.870003,-8.710443,3
Shania Twain,Forever And For Always,True,https://www.whosampled.com/Shania-Twain/Forever-And-For-Always/,2002,0,0,4,0,0,0,5eQtR62IZ8P8qZM2pSD9Ip,59,283000,46.9,72.2,3.26,23.200000000000003,0.0,83.05613789890519,12.3,52.900000000000006,country,13.128281,-1.8730749,5
Evanescence,Bring Me To Life,True,https://www.whosampled.com/Evanescence/Bring-Me-To-Life/,2003,55,0,44,0,2,0,24TdORdiwpuE1EH7fh1fNQ,0,235893,31.8,94.3,10.7,0.721,0.000206,90.59399021663174,24.2,29.8,alternative,-17.094051,-38.70842,7
Sean Paul,Like Glue,True,https://www.whosampled.com/Sean-Paul/Like-Glue/,2002,4,0,0,0,0,0,6pbCkvCENw0suVGr4Ckkae,63,232506,75.7,78.0,31.9,8.110000000000001,0.0,81.9753086419753,11.3,59.0,dancehall,-5.7760873,0.5891338,0
DMX,Where The Hood At,True,https://www.whosampled.com/DMX/Where-The-Hood-At/,2003,25,0,37,0,1,0,6RUpJeXT6U4SPEafnr9Wr7,71,286266,53.7,94.8,35.5,15.1,0.0,91.17633356627069,35.6,79.2,hardcore,-25.906578,10.768865,4
The White Stripes,Seven Nation Army,True,https://www.whosampled.com/The-White-Stripes/Seven-Nation-Army/,2003,51,0,75,0,2,0,3dPQuX8Gs42Y7b454ybpMR,84,232106,74.3,44.6,6.83,0.3899999999999999,11.8,69.07523876077335,33.7,27.800000000000004,alt-rock,3.5008419,-12.337091,5
The Rolling Stones,Sympathy For The Devil - Live,True,https://www.whosampled.com/The-Rolling-Stones/Sympathy-For-The-Devil---Live/,1975,0,0,0,0,0,0,7cSrZ9Uu1c4JImssIyqsvP,28,475217,61.4,92.9,4.46,40.5,10.9,79.958071278826,95.4,55.1,british,-50.656036,-3.1841094,3
Elvis Presley,Rubberneckin',True,https://www.whosampled.com/Elvis-Presley/Rubberneckin%27/,1975,0,0,0,0,1,0,4cXnUi6qulwgj0fLSu0VYE,59,133813,62.3,61.3,6.98,23.1,0.0,58.397391101793616,12.0,91.8,rock-n-roll,11.073648,36.266132,1
3 Doors Down,When I'm Gone,True,https://www.whosampled.com/3-Doors-Down/When-I%27m-Gone/,2002,0,0,3,0,0,0,3WbphvawbMZ8FyqDxYGdSQ,70,260333,53.0,76.8,2.8400000000000003,0.385,0.0,79.30584672723037,10.3,37.4,grunge,-6.9495244,-28.654984,7
Sean Paul,Get Busy,True,https://www.whosampled.com/Sean-Paul/Get-Busy/,2002,17,0,1,0,2,0,5qTvkDrSfvwDv6RBjjcfQr,75,211666,73.5,82.39999999999999,3.6,61.5,0.0,86.14488702539018,15.8,72.6,dancehall,23.115265,21.450397,6
Cold,Stupid Girl,True,https://www.whosampled.com/Cold/Stupid-Girl/,2003,1,0,0,0,0,0,4GPTqTFAkOXNGd5Cy6sTvx,49,189866,43.1,85.39999999999999,6.2700000000000005,0.0117,0.01,84.77055672024227,9.55,17.9,industrial,-10.793598,-36.186874,7
Counting Crows;Vanessa Carlton,Big Yellow Taxi,True,https://www.whosampled.com/Counting-Crows/Big-Yellow-Taxi/,2002,0,0,0,0,0,1,4YZg4UXqhMoUM40aPNIX1v,1,226826,67.4,86.7,4.62,0.199,0.0,85.27836012112742,20.6,82.1,alt-rock,-29.429165,18.856733,4
50 Cent,In Da Club,True,https://www.whosampled.com/50-Cent/In-Da-Club/,2003,157,0,9,0,0,0,7iL6o9tox1zgHpKUfh9vuC,83,193466,89.9,71.3,36.6,25.5,0.0,92.6252038201724,7.08,77.7,hip-hop,-4.267173,16.36288,1
Linkin Park,Somewhere I Belong,True,https://www.whosampled.com/Linkin-Park/Somewhere-I-Belong/,2003,2,0,13,0,0,0,3fjmSxt0PskST13CSdBUFx,73,213933,45.1,95.1,6.45,0.038,0.000239,87.95713952946656,26.1,44.2,alternative,-32.796562,-17.959919,3
Kid Rock;Sheryl Crow,Picture (feat. Sheryl Crow),True,https://www.whosampled.com/Kid-Rock/Picture/,2001,0,0,6,0,0,0,69j0KoPJuwpnbGWrfn7Yll,69,298960,69.19999999999999,49.6,2.41,17.2,0.000642,71.28814348940135,10.7,37.6,metal,6.496838,-12.127726,5
Foo Fighters,Times Like These,True,https://www.whosampled.com/Foo-Fighters/Times-Like-These/,2002,2,0,19,0,0,0,67vYdAAM3oGsEImCRfbtsF,71,265560,37.6,90.8,8.790000000000001,0.0014,0.0014,87.77544840437923,24.1,26.6,grunge,-17.250656,-38.11521,7
Audioslave,Like a Stone,True,https://www.whosampled.com/Audioslave/Like-a-Stone/,2002,5,0,9,0,0,0,3YuaBvuZqcwN3CEAyyoaei,78,293960,61.4,56.8,2.76,0.7969999999999999,0.0,79.93011879804332,9.97,51.6,alt-rock,-7.311413,-8.191355,0
Nas,I Can,True,https://www.whosampled.com/Nas/I-Can/,2002,14,0,0,0,0,0,2NPxL1QqPrD1a7OLHjVcAP,59,253720,83.7,88.5,18.2,10.3,0.0,87.21174004192872,6.660000000000001,69.39999999999999,hardcore,-15.816052,4.2488,0
Lil' Kim,The Jump Off,True,https://www.whosampled.com/Lil%27-Kim/The-Jump-Off/,2003,14,0,0,0,4,0,5Jas2qVhUKLesoVG863UDh,0,234173,85.6,75.5,34.0,23.8,0.00115,65.78616352201259,5.71,92.6,alternative,-6.3172674,19.340326,1
Red Hot Chili Peppers,Can't Stop,True,https://www.whosampled.com/Red-Hot-Chili-Peppers/Can%27t-Stop/,2002,12,0,9,0,0,0,3ZOEytgrvLwQaqXreDs2Jx,82,269000,61.8,93.8,4.5600000000000005,1.79,0.0,89.41066853016538,16.7,87.5,alt-rock,-28.198301,27.226225,4
Good Charlotte,The Anthem,True,https://www.whosampled.com/Good-Charlotte/The-Anthem/,2002,3,0,6,0,1,0,0BRHnOFm6sjxN1i9LJrUDu,74,175093,49.4,93.9,12.6,0.666,0.0,90.87817377125556,13.900000000000002,89.3,metal,-32.158894,25.024385,4
Godsmack,Straight Out Of Line,True,https://www.whosampled.com/Godsmack/Straight-Out-Of-Line/,2003,0,0,1,0,0,0,0bKZa2zldftYPRrSRscmG2,52,259133,24.5,96.0,17.5,0.0184,0.268,83.46144887025389,7.180000000000001,37.2,grunge,-15.11251,-38.861294,7
John Mayer,Your Body Is a Wonderland,True,https://www.whosampled.com/John-Mayer/Your-Body-Is-a-Wonderland/,2001,3,0,16,0,0,0,7vFv0yFGMJW3qVXbAd9BK9,74,249626,64.7,72.89999999999999,2.36,2.06,4.89,76.32424877707896,13.4,68.7,singer-songwriter,-13.347291,9.997961,0
Eminem;Dina Rae,Superman,True,https://www.whosampled.com/Eminem/Superman/,2002,17,0,2,0,0,0,4woTEX1wYOTGDqNXuavlRC,86,350320,80.2,75.5,5.64,2.15,0.0,90.82692755648732,29.5,57.99999999999999,hip-hop,-31.361444,3.6184545,3
Queens of the Stone Age,No One Knows,True,https://www.whosampled.com/Queens-of-the-Stone-Age/No-One-Knows/,2002,3,0,15,0,1,0,6y20BV5L33R8YXM0YuI38N,72,278746,50.9,58.4,5.7,3.68,0.00996,82.58560447239692,38.4,68.5,blues,-42.205765,-5.441274,3
Seether,Fine Again,True,https://www.whosampled.com/Seether/Fine-Again/,2002,0,0,2,0,0,0,4eTIe5eqds88bA9ua6p5p6,66,243640,44.2,85.5,2.88,0.049,1.37,91.53971581644538,27.3,36.3,grunge,-20.913816,-36.378773,7
Norah Jones,Don't Know Why,True,https://www.whosampled.com/Norah-Jones/Don%27t-Know-Why/,2002,3,0,31,1,0,0,7uki3SHvd09GpX4Fbq95Ui,0,186160,73.9,19.9,2.8000000000000003,88.0,0.00127,50.64523643139995,5.91,62.8,j-pop,42.698177,10.33872,2
Chevelle,The Red,True,https://www.whosampled.com/Chevelle/The-Red/,2002,1,0,7,0,0,0,1gyee1JuFFiP476LQpRMYU,70,238400,50.9,84.3,4.88,0.0671,0.0803,89.98835313300721,34.8,33.2,grunge,-20.790434,-36.94191,7
Puddle Of Mudd,She Hates Me,True,https://www.whosampled.com/Puddle-Of-Mudd/She-Hates-Me/,2001,1,0,4,0,0,0,16DhvbuyvJob4Q9GHNYu2n,72,216760,57.99999999999999,74.8,3.2300000000000004,0.935,0.0,80.13510365711623,75.3,58.4,grunge,-47.256145,-0.17967813,3
Foo Fighters,All My Life,True,https://www.whosampled.com/Foo-Fighters/All-My-Life/,2002,2,0,10,0,0,0,6tsojOQ5wHaIjKqIryLZK6,74,263440,57.7,60.4,4.95,0.0218,0.0579,78.87724202189611,47.7,63.7,grunge,-42.487778,-5.4858384,3
Nirvana,You Know You're Right,True,https://www.whosampled.com/Nirvana/You-Know-You%27re-Right/,2002,0,0,4,0,0,0,5O8L4I2S4izFGDjvP7xAKv,69,217000,28.9,71.6,10.6,4.07,0.123,75.02445842068484,13.5,34.4,grunge,2.7488713,-37.628193,7
Audioslave,Cochise,True,https://www.whosampled.com/Audioslave/Cochise/,2002,0,0,1,0,0,0,4OCzAGgyWsUKpdWufYywZm,38,222026,45.2,87.3,6.13,0.0519,0.0,82.77195434428138,5.92,43.3,grunge,-19.396547,-29.845009,7
Red Hot Chili Peppers,The Zephyr Song,True,https://www.whosampled.com/Red-Hot-Chili-Peppers/The-Zephyr-Song/,2002,4,0,3,0,0,0,1ndGB6rvxKYN9seCYO1dTF,71,231933,72.5,80.30000000000001,3.37,1.3,0.00366,86.42441183321688,8.91,40.3,metal,-5.3256445,-10.451058,0
Creed,One Last Breath,True,https://www.whosampled.com/Creed/One-Last-Breath/,2001,4,0,5,0,1,0,42T2QQv3xgBlpQxaSP7lnK,72,238240,38.6,67.7,3.46,0.8410000000000001,0.366,78.28558117866295,34.1,19.5,alt-rock,-4.5325694,-38.36854,7
Sean Paul,Gimme the Light,True,https://www.whosampled.com/Sean-Paul/Gimme-the-Light/,2002,6,0,0,0,2,0,3SCVtAJq8li6HlKfM4M08u,61,228000,77.8,76.1,5.25,14.099999999999998,0.00461,79.68786396459353,4.41,92.3,dancehall,-18.797367,36.957226,4
System Of A Down,Aerials,True,https://www.whosampled.com/System-Of-A-Down/Aerials/,2001,8,0,18,0,0,0,4e9eGQYsOiBcftrWXwsVco,77,235053,36.4,92.2,5.67,0.0915,3.46,85.80013976240393,6.97,22.7,alternative,-13.314411,-37.787807,7
Vanessa Carlton,A Thousand Miles,True,https://www.whosampled.com/Vanessa-Carlton/A-Thousand-Miles/,2001,40,0,46,0,0,0,4w1lzcaoZ1IC2K5TwjalRP,77,237493,56.00000000000001,82.5,3.790000000000001,32.300000000000004,0.0,87.45399487537851,16.1,26.8,piano,0.80560505,-25.64836,7
Pearl Jam,I Am Mine,True,https://www.whosampled.com/Pearl-Jam/I-Am-Mine/,2001,0,0,1,0,0,0,79pY2Z5eFvXMt9bSdHLrnA,60,215333,32.300000000000004,72.8,3.2099999999999995,0.394,0.0447,80.21430235266713,10.2,48.9,grunge,-22.59641,-26.183723,7
Hoobastank,Running Away,True,https://www.whosampled.com/Hoobastank/Running-Away/,2001,0,0,2,0,0,0,6xdSzlVVKW3fQidPxBImTG,55,178440,51.4,81.89999999999999,4.18,0.101,0.000167,79.93943629163755,19.5,48.8,grunge,-25.624163,-15.677148,3
TRUSTcompany,Downfall,True,https://www.whosampled.com/TRUSTcompany/Downfall/,2001,2,0,4,0,0,0,76xddM2irVQCbuBoVbaElZ,64,191373,31.0,94.0,10.6,0.0106,0.000221,89.62962962962963,20.5,45.4,grunge,-22.57998,-32.93381,7
Jimmy Eat World,Sweetness,True,https://www.whosampled.com/Jimmy-Eat-World/Sweetness/,2001,4,0,9,0,0,0,429IbFR4yp2J81CeTwF5iY,68,220026,48.7,89.8,3.8,0.305,0.0,84.77987421383648,26.0,59.7,power-pop,-32.509975,-10.438491,3
Jimmy Eat World,The Middle,True,https://www.whosampled.com/Jimmy-Eat-World/The-Middle/,2001,8,0,21,0,0,0,7bg7JfJvKgKX1xTn1gGAki,0,166040,64.4,84.8,5.29,3.58,0.0,80.3587235033776,6.76,92.8,alt-rock,-21.918913,31.813343,4
Red Hot Chili Peppers,By the Way,True,https://www.whosampled.com/Red-Hot-Chili-Peppers/By-the-Way/,2002,8,0,13,0,0,0,12cG3BUpk6PzLAzWK0mryO,2,215666,44.1,98.6,11.6,3.8,0.0781,93.95760540414628,9.98,18.4,alt-rock,-13.894028,-35.390186,7
Toby Keith,"Courtesy Of The Red, White And Blue (The Angry American)",True,https://www.whosampled.com/Toby-Keith/Courtesy-Of-The-Red-White-And-Blue/,2002,0,0,0,0,2,0,5fSKILoPQapUmvK0rRpKsj,0,195480,42.6,67.4,4.52,48.0,0.000132,79.68786396459353,7.84,37.8,country,21.938412,-7.1320705,5
Beenie Man;Janet Jackson,Feel It Boy,True,https://www.whosampled.com/Beenie-Man/Feel-It-Boy/,2002,0,0,0,0,5,0,5QvhLL9S361pUFprk2igmw,20,207093,83.39999999999999,66.5,9.85,16.400000000000002,0.0,90.64989517819706,6.79,95.4,j-dance,-18.617985,38.89463,4
Chad Kroeger;Josey Scott,Hero (feat. Josey Scott),True,https://www.whosampled.com/Chad-Kroeger/Hero/,2002,1,0,1,0,0,0,779ooI3rBd0CLqCiiJmtVo,66,200480,42.7,84.3,3.64,0.216,0.0,84.29536454693688,17.9,30.4,metal,-17.159578,-33.257515,7
Craig David,Walking Away,True,https://www.whosampled.com/Craig-David/Walking-Away/,2000,2,0,5,0,3,0,3R7fjB38qajI6JR69y5k4e,63,204866,59.6,68.8,3.45,19.6,0.0,75.78383414861402,12.1,81.69999999999999,british,-11.677018,27.911972,1
The Hives,Hate To Say I Told You So,True,https://www.whosampled.com/The-Hives/Hate-To-Say-I-Told-You-So/,2000,2,0,2,0,0,0,20j7B6mL9gnNvG3ic6Vwh5,69,200693,45.9,93.1,6.12,0.126,0.881,82.04053109713487,41.2,41.9,garage,-41.16449,-13.383142,3
Eminem,Without Me,True,https://www.whosampled.com/Eminem/Without-Me/,2002,85,0,10,0,0,0,7lQ8MOhq6IN2w8EYcFNSUk,88,290320,90.8,66.9,7.380000000000001,0.286,0.0,92.275797810389,23.7,66.2,hip-hop,-11.355975,4.026712,0
Puddle Of Mudd,Blurry,True,https://www.whosampled.com/Puddle-Of-Mudd/Blurry/,2001,1,0,5,0,0,0,0FLBNqc5oAiTt4J2e3fe3y,65,303920,43.2,93.6,5.62,0.6910000000000001,0.0,84.30934078732821,14.000000000000002,49.9,grunge,-29.182772,-14.103648,3
Elvis Presley,A Little Less Conversation,True,https://www.whosampled.com/Elvis-Presley/A-Little-Less-Conversation/,1968,4,0,8,0,1,0,47y8hRlWLEJ4VafE6LMjEZ,59,132013,58.4,80.2,7.84,14.9,0.0,68.03633822501747,6.83,83.5,rock-n-roll,-14.17649,26.081007,4
Nickelback,How You Remind Me,True,https://www.whosampled.com/Nickelback/How-You-Remind-Me/,2001,12,0,20,0,0,0,0gmbgwZ8iqyMPmXefof8Yf,80,223840,44.6,76.4,3.3000000000000003,0.135,0.0,81.95667365478685,9.9,54.3,alt-rock,-21.626518,-14.140983,3
Nickelback,Too Bad,True,https://www.whosampled.com/Nickelback/Too-Bad/,2001,0,0,1,0,0,0,2cCWbBmadLbKvr9xddC79R,60,232240,59.8,80.80000000000001,3.88,0.304,0.0,81.17866293966924,14.7,28.8,grunge,-10.498605,-26.740244,7
System Of A Down,Toxicity,True,https://www.whosampled.com/System-Of-A-Down/Toxicity/,2001,8,0,16,0,0,0,0snQkGI5qnAmohLE7jTsTn,81,218933,41.3,87.3,5.36,0.0264,0.249,86.10761705101328,20.4,48.0,alternative,-30.03165,-14.2103615,3
Enrique Iglesias,Escape,True,https://www.whosampled.com/Enrique-Iglesias/Escape/,2001,0,0,3,0,1,0,4anDsZBavxjw3Ktw6ICGYd,59,208626,77.60000000000001,84.39999999999999,2.97,2.77,0.0243999999999999,80.73142324714652,13.5,86.8,latin,-20.481678,33.71918,4
Hoobastank,Crawling In The Dark,True,https://www.whosampled.com/Hoobastank/Crawling-In-The-Dark/,2001,1,0,4,0,0,0,1PJRDeZSoZk7gtisdTYfLi,66,175226,58.8,92.7,11.3,0.0305,0.00383,83.19590030281854,19.5,65.2,grunge,-28.605352,-2.5379896,3
P.O.D.,Youth of the Nation,True,https://www.whosampled.com/POD/Youth-of-the-Nation/,2001,2,0,12,0,1,0,7j0cTjB4Vk5MiRlp8IQB8x,0,257398,55.50000000000001,89.7,6.45,0.377,1.16,76.80875844397858,39.2,47.3,alt-rock,-40.586628,-11.301745,3
