artists,track_name,URL_Found,Whosampled_URL,Real_Year,Sampled_By_Count,Is_Sample_Of,Covered_By_Count,Is_Cover_Of,Remixed_By_Count,Is_Remix_Of,track_id,popularity,duration_ms,danceability,energy,speechiness,acousticness,instrumentalness,loudness,liveness,valence,track_genre,tsne_x,tsne_y
The Rolling Stones,She's A Rainbow,True,https://www.whosampled.com/The-Rolling-Stones/She%27s-A-Rainbow/,1967,4,0,8,0,0,0,6KOtheMY0KN4s9TrQHr9It,67,253720,46.400000000000006,82.39999999999999,3.74,46.7,1.7999999999999998,71.16235732587934,33.0,53.900000000000006,british,41.74475,1.153391
The Doors,Love Me Two Times,True,https://www.whosampled.com/The-Doors/Love-Me-Two-Times/,1967,2,0,16,0,0,0,67HxeUADW4H3ERfaPW59ma,65,195106,68.4,69.8,4.1000000000000005,33.2,0.000516,76.47332867458654,12.2,83.89999999999999,psych-rock,27.358025,21.598026
The Cowsills,The Rain The Park And Other Things,True,https://www.whosampled.com/The-Cowsills/The-Rain-The-Park-And-Other-Things/,1967,1,0,4,0,0,0,5Ozv6hQIj20iX3nFfJCe8E,57,184240,37.6,66.2,4.04,80.9,0.131,64.5842068483578,68.30000000000001,69.1,power-pop,61.816307,-27.438585
Jimi Hendrix,Foxey Lady,True,https://www.whosampled.com/Jimi-Hendrix/Foxey-Lady/,1967,2,0,8,0,0,0,23MrkN7g6Q5U7GLIxNHN1B,61,198773,50.7,84.7,4.109999999999999,7.51,23.7,77.55415793151641,37.2,56.6,psych-rock,-38.46204,-28.093756
Aretha Franklin,(You Make Me Feel Like) A Natural Woman,True,https://www.whosampled.com/Aretha-Franklin/A-Natural-Woman/,1967,4,0,17,0,0,0,5K09WxKdlkroDyEVyOSySy,68,165333,60.3,27.1,2.8400000000000003,67.9,0.0,58.4719310505474,14.099999999999998,40.5,blues,74.11854,7.6220455
The Doors,People Are Strange,True,https://www.whosampled.com/The-Doors/People-Are-Strange/,1967,9,0,35,0,0,0,1Jmqubf9kGkWeYQXQKImL5,73,130173,69.89999999999999,46.7,3.75,68.5,0.0,65.48334498020033,31.5,76.4,psych-rock,46.765087,18.324373
Jackie Wilson,(Your Love Keeps Lifting Me) Higher & Higher,True,https://www.whosampled.com/Jackie-Wilson/Higher/,1967,1,0,22,0,0,0,5qyq1H5OPMlfuvZQ1wQNo7,72,179120,63.4,67.7,4.48,31.8,0.0,71.9496855345912,9.02,93.9,blues,29.539238,25.174135
Van Morrison,Brown Eyed Girl,True,https://www.whosampled.com/Van-Morrison/Brown-Eyed-Girl/,1967,3,0,44,0,0,0,3yrSvpt2l1xhsV9Em88Pul,80,183306,49.1,58.3,3.76,18.5,0.0,54.3675751222921,40.6,90.8,folk,18.071266,31.514038
Jimi Hendrix,Purple Haze,True,https://www.whosampled.com/Jimi-Hendrix/Purple-Haze/,1967,30,0,63,0,0,0,0wJoRiX5K5BxlqZTolB2LD,71,170813,53.3,90.5,7.539999999999999,0.876,57.8,80.89447938504543,6.98,48.6,blues,-27.965202,67.65986
The Beatles,All You Need Is Love,True,https://www.whosampled.com/The-Beatles/All-You-Need-Is-Love/,1967,35,0,128,0,1,0,5zqJlEJcn0EfnvAScH8swK,53,226666,36.4,48.3,3.17,28.1,0.000153,67.15117633356627,11.3,70.0,british,33.980637,16.576607
Bee Gees,To Love Somebody,True,https://www.whosampled.com/Bee-Gees/To-Love-Somebody/,1967,5,0,97,0,0,0,0mbS3VwRbO6HVBMPXnzOGA,68,182000,42.3,38.4,3.15,72.89999999999999,0.0004109999999999,47.19776380153739,27.0,52.1,disco,68.150635,11.783057
Frankie Valli,Can't Take My Eyes off You,True,https://www.whosampled.com/Frankie-Valli/Can%27t-Take-My-Eyes-off-You/,1967,17,0,185,0,0,0,6ft9PAgNOjmZ2kFVP7LGqb,70,203240,57.49999999999999,76.4,7.46,56.6,0.00107,70.7477288609364,6.92,53.6,disco,42.542583,-3.5817802
The Bar-Kays,Soul Finger,False,,1967,15,0,21,0,0,0,4nkGwi71JA1qMPptDPK9gA,0,141360,73.3,46.7,3.12,14.8,88.3,35.611460517120896,33.4,85.2,disco,-23.689808,72.85243
Jefferson Airplane,White Rabbit,True,https://www.whosampled.com/Jefferson-Airplane/White-Rabbit/,1967,31,0,43,0,0,0,4vpeKl0vMGdAXpZiQB2Dtd,72,150640,55.1,29.3,2.72,48.6,0.0273,47.19776380153739,8.64,32.2,blues,68.23598,3.1988697
Marvin Gaye;Tammi Terrell,Ain't No Mountain High Enough,True,https://www.whosampled.com/Marvin-Gaye/Ain%27t-No-Mountain-High-Enough/,1967,25,0,69,0,2,0,7tqhbajSfrz2F7E1Z75ASX,82,151666,66.3,60.0,3.2,43.0,0.0,54.8054973212206,18.4,80.0,funk,40.307167,27.226099
Johnny Rivers,Tracks Of My Tears,True,https://www.whosampled.com/Johnny-Rivers/Tracks-Of-My-Tears/,1967,6,0,14,0,0,0,4av2x96C9yjPyq0szOd63h,31,180800,42.3,39.0,2.92,59.1,0.0,41.02026554856744,31.2,70.0,rock-n-roll,50.380276,17.218586
Jefferson Airplane,Somebody to Love,True,https://www.whosampled.com/Jefferson-Airplane/Somebody-to-Love/,1967,12,0,28,1,0,0,4uGIJG1jYFonGc4LGp5uQL,70,174840,50.4,57.8,3.1,40.8,0.0,62.11041229909154,32.1,65.4,blues,42.324017,12.846996
Tom Jones,Funny Familiar Forgotten Feelings,True,https://www.whosampled.com/Tom-Jones/Funny-Familiar-Forgotten-Feelings/,1967,0,0,2,1,0,0,6JUh5XB81LIc5sxWKaTyBq,0,176506,45.3,49.5,2.81,66.3,0.0,68.82832518052643,13.0,42.7,british,59.0297,1.6660335
Booker T. & the M.G.'s,Hip Hug-Her,True,https://www.whosampled.com/Booker-T/Hip-Hug-Her/,1966,3,0,26,0,0,0,6t0rwpjMy4Ly4CWDwqRcVQ,0,146293,81.3,44.2,4.01,6.74,66.4,54.08805031446542,9.25,89.0,funk,-23.137953,72.41907
Peaches & Herb,Close Your Eyes,True,https://www.whosampled.com/Peaches/Close-Your-Eyes/,1966,7,0,53,0,0,0,0d9rN4NbUgOtuPyQa2286E,31,154173,48.9,20.8,3.06,65.3,0.000187,36.002795248078264,10.2,48.0,disco,77.5899,17.468927
The Turtles,Happy Together,True,https://www.whosampled.com/The-Turtles/Happy-Together/,1966,14,0,107,0,0,0,1JO1xLtVc8mWhIoE3YaCL0,76,176293,58.4,36.7,3.28,55.00000000000001,0.00138,60.54507337526206,8.18,58.8,folk,65.06706,18.782293
The Byrds,My Back Pages,True,https://www.whosampled.com/The-Byrds/My-Back-Pages/,1967,0,0,0,1,0,0,1yexhSDARSLVvRCBU3wDAm,55,188240,55.8,52.400000000000006,3.39,10.9,0.0,56.39878872583275,17.0,72.7,psych-rock,11.027328,26.326178
The Mamas & The Papas,Dedicated To The One I Love,True,https://www.whosampled.com/The-Mamas/Dedicated-To-The-One-I-Love/,1967,7,0,54,0,0,0,1mFrjW8e8fuAOowlU3Q3Dr,62,178733,39.6,45.2,3.26,81.39999999999999,0.0,64.40717447006755,19.2,30.7,psych-rock,83.42731,-0.95083934
The Beatles,Penny Lane,True,https://www.whosampled.com/The-Beatles/Penny-Lane/,1967,14,0,109,0,0,0,1sjmKmR4u9xDeJHjDCn2bZ,56,182053,63.3,38.5,3.58,41.1,0.00872,59.01234567901235,9.5,64.7,british,43.96123,34.648838
The Beatles,Strawberry Fields Forever,True,https://www.whosampled.com/The-Beatles/Strawberry-Fields-Forever/,1967,31,0,123,0,1,0,1J7wMZrvCtWZlXBdMM25Ce,48,271973,38.3,55.8,5.140000000000001,3.03,0.00398,57.37246680642907,55.50000000000001,20.7,british,-45.099373,-52.87396
The Rolling Stones,Ruby Tuesday,True,https://www.whosampled.com/The-Rolling-Stones/Ruby-Tuesday/,1967,8,0,47,0,0,0,4hupcimlg3UBbW1kAQ6vrT,63,196493,52.400000000000006,55.3,2.92,83.1,0.0,55.285348241323085,17.4,51.7,british,55.716576,5.393773
The Buckinghams,Kind of a Drag,True,https://www.whosampled.com/The-Buckinghams/Kind-of-a-Drag/,1966,1,0,3,0,0,0,65wUTKQhWvfCoGvayiJ4du,28,127160,29.8,63.4,4.07,79.9,0.0015099999999999,62.07780107151177,29.9,38.1,garage,53.26572,-0.03189184
The Monkees,I'm a Believer,True,https://www.whosampled.com/The-Monkees/I%27m-a-Believer/,1966,6,0,78,0,0,0,1CSLeVCXmetBh8IkTPMFdL,57,165613,50.2,77.2,3.22,59.5,0.000247,76.53855112974611,19.9,93.5,psych-rock,36.701916,19.055466
Tom Jones,Green Green Grass Of Home,True,https://www.whosampled.com/Tom-Jones/Green-Green-Grass-Of-Home/,1966,0,0,2,0,0,0,113uFE0zMYEm2ZGAUGES6S,40,185200,53.900000000000006,29.8,2.67,38.6,0.00133,23.54996505939902,11.2,79.10000000000001,british,54.081493,36.899437
The Monkees,(I'm Not Your) Steppin' Stone,True,https://www.whosampled.com/The-Monkees/Steppin%27-Stone/,1966,0,0,5,0,0,0,02IW65kQC100srRSE5poWs,0,144253,55.1,62.5,3.17,1.6,0.0253,75.74656417423714,11.8,36.7,folk,-55.504204,5.105402
Sandy Posey,Single Girl,True,https://www.whosampled.com/Sandy-Posey/Single-Girl/,1966,1,0,11,0,0,0,2jSOD3Ki2aY8R9GcVrcqBI,52,152947,65.7,38.1,3.08,76.9,0.0,54.82879105520615,10.8,69.19999999999999,rock-n-roll,68.93073,19.856833
The Beach Boys,Good Vibrations,True,https://www.whosampled.com/The-Beach-Boys/Good-Vibrations/,1966,43,0,70,0,0,0,7tf64lNC31lWlTsih0nfZf,50,215826,37.1,42.4,4.109999999999999,33.2,0.000495,61.20195667365479,13.1,32.5,psych-rock,43.79437,-10.059927
? & The Mysterians,96 Tears,False,,1966,0,0,4,0,0,0,53xKlevoXT2OIdDQx3KDl1,40,176866,65.0,56.2,3.45,6.23,0.00308,77.65665036105288,7.6,88.0,garage,-3.5067973,39.901184
Count Five,Psychotic Reaction,True,https://www.whosampled.com/Count-Five/Psychotic-Reaction/,1966,1,0,8,0,0,0,5JcaA4A9ZoXthwEnxOxWvP,56,185523,35.8,75.3,9.86,0.0259,1.99,74.50733752620545,26.6,68.8,garage,-24.187046,2.2652752
The Supremes,You Can't Hurry Love,True,https://www.whosampled.com/The-Supremes/You-Can%27t-Hurry-Love/,1966,8,0,50,0,1,0,1OppEieGNdItZbE14gLBEv,74,167933,63.0,71.1,4.72,29.9,0.0,61.93337992080132,8.129999999999999,65.9,disco,25.961641,17.977938
Donovan,Sunshine Superman,True,https://www.whosampled.com/Donovan/Sunshine-Superman/,1966,4,0,31,0,0,0,4RGxUjaCmVtD30pIhtEi7w,59,195000,62.9,67.7,2.99,12.2,0.000972,71.72140694153273,9.62,62.7,british,2.4524698,10.287653
The Beatles,Yellow Submarine,True,https://www.whosampled.com/The-Beatles/Yellow-Submarine/,1966,21,0,93,0,0,0,1tdltVUBkiBCW1C3yB4zyD,61,159160,61.6,63.6,3.25,20.8,0.0,72.57861635220127,51.7,65.4,british,-30.34322,-58.842857
The Beatles,Eleanor Rigby,True,https://www.whosampled.com/The-Beatles/Eleanor-Rigby/,1966,47,0,406,0,1,0,6EOKwO6WaLal58MSsi6U4W,68,125226,52.1,30.1,3.56,83.6,0.0,72.28511530398323,39.8,62.1,british,68.07222,10.367048
The Beach Boys,Wouldn't It Be Nice,True,https://www.whosampled.com/The-Beach-Boys/Wouldn%27t-It-Be-Nice/,1966,16,0,37,0,0,0,6VojZJpMyuKClbwyilWlQj,59,153866,38.5,65.7,3.42,72.39999999999999,0.0,72.95131609597018,10.5,67.2,psych-rock,49.66529,1.0844975
The Beach Boys,God Only Knows,True,https://www.whosampled.com/The-Beach-Boys/God-Only-Knows/,1966,26,0,115,0,0,0,1Umw3vhysHBodpBFpFsVgK,50,175786,43.3,46.9,3.2,15.6,0.0,59.54344281388308,4.79,33.4,psych-rock,19.687326,-7.597082
Booker T. & the M.G.'s,My Sweet Potato,True,https://www.whosampled.com/Booker-T/My-Sweet-Potato/,1966,0,0,0,0,0,0,35sDhALYnyK031XISbu7dd,0,167293,83.1,47.1,5.19,34.300000000000004,76.8,32.08944793850454,5.27,72.7,funk,-22.35585,73.1719
Percy Sledge,Warm And Tender Love,True,https://www.whosampled.com/Percy-Sledge/Warm-And-Tender-Love/,1966,1,0,0,1,0,0,7B4S6JlIRHwj0NEVit4qWk,0,184933,54.400000000000006,25.4,2.56,47.6,0.00179,44.61215932914047,48.1,57.9,soul,49.50166,14.838542
The Troggs,Wild Thing,True,https://www.whosampled.com/The-Troggs/Wild-Thing/,1966,12,0,48,1,0,0,7jGzYUZ2Bgg8BDfYlQRfn8,65,155333,45.3,65.8,5.390000000000001,74.1,2.88,42.68343815513627,13.5,76.1,british,52.322945,21.587168
The Rolling Stones,"Paint It, Black",True,"https://www.whosampled.com/The-Rolling-Stones/Paint-It,-Black/",1966,21,0,160,0,1,0,3J5pA2wR1GJa17a8vHwW23,1,224133,49.6,85.8,9.22,1.3299999999999998,6.75,68.51618914511997,34.9,77.3,british,-25.030113,18.79962
Sam & Dave,"Hold On, I'm Comin'",True,"https://www.whosampled.com/Sam/Hold-On,-I%27m-Comin%27/",1966,3,0,49,0,0,0,6DK8DFFf1YLur4WsH6Y4VR,0,155706,80.30000000000001,33.800000000000004,3.49,19.6,3.67,40.088516189145125,9.7,91.2,funk,18.215199,47.605167
Percy Sledge,When A Man Loves A Woman,True,https://www.whosampled.com/Percy-Sledge/When-A-Man-Loves-A-Woman/,1966,6,0,98,0,0,0,6GSgikgrDSGtFPf0HwPi2X,0,174400,40.400000000000006,27.200000000000003,2.86,26.4,0.0,50.63591893780573,5.28,32.6,soul,56.82125,-4.972535
The Kingsmen,Louie Louie,True,https://www.whosampled.com/The-Kingsmen/Louie-Louie/,1963,14,0,38,1,0,0,0iA3xXSkSCiJywKyo1UKjQ,65,165381,62.3,70.89999999999999,6.36,10.2,0.0,59.70649895178197,9.67,94.8,garage,9.355468,32.393433
The Lovin' Spoonful,Daydream,True,https://www.whosampled.com/The-Lovin%27-Spoonful/Daydream/,1966,1,0,36,0,0,0,3c06k9x6MHHdPQi3ix68yF,61,139093,82.19999999999999,33.2,5.06,83.39999999999999,0.0,52.48078266946192,11.0,83.39999999999999,psych-rock,71.04833,20.713453
The Mamas & The Papas,California Dreamin',True,https://www.whosampled.com/The-Mamas/California-Dreamin%27/,1965,6,0,7,0,0,0,1ZEOIhSn6BKErV59bIgn76,69,160373,54.8,72.8,3.67,42.4,0.0,74.55392499417657,5.25,64.9,folk,38.631714,-2.10462
The Beach Boys,Barbara Ann,True,https://www.whosampled.com/The-Beach-Boys/Barbara-Ann/,1965,13,0,14,1,0,0,2KOt2JrCB720UxIbyzweQo,63,133893,58.1,66.9,3.85,19.0,0.0,88.39972047519218,24.3,92.6,psych-rock,9.272996,22.310486
Googie Rene,Smokey Joe's La La,True,https://www.whosampled.com/Googie-Rene/Smokey-Joe%27s-La-La/,1965,0,0,5,0,0,0,7aCBZdR17fK5SSeZXWBtk3,45,178013,65.3,95.4,8.51,4.23,0.000844,73.01653855112976,8.540000000000001,78.5,groove,-14.183545,21.333996
The Kinks,A Well Respected Man,True,https://www.whosampled.com/The-Kinks/A-Well-Respected-Man/,1965,0,0,10,0,0,0,0bqEyA4bNCrjbQqBMt6hvA,31,161920,51.1,88.7,18.2,20.5,0.0,81.91940368040996,4.2,61.4,psych-rock,6.015371,0.39954096
Simon & Garfunkel,The Sound of Silence,True,https://www.whosampled.com/Simon/The-Sound-of-Silence/,1965,0,0,0,0,0,0,3YfS47QufnLDFA71FUsgCM,61,184786,53.5,22.5,3.01,86.9,0.000157,40.85255066387142,9.88,33.800000000000004,folk,84.177574,12.686236
James Brown & The Famous Flames,I Got You (I Feel Good),True,https://www.whosampled.com/James-Brown/I-Got-You/,1965,0,0,1,0,0,0,0v0xgDXUyJyncvdscSpJvr,1,168893,60.3,52.2,9.78,33.5,0.000106,70.03959934777545,9.17,70.5,funk,26.551628,25.005646
トライセラトップス,FEVER,False,,1965,0,0,2,0,0,0,6q1JPqO9WYataWmpEJl5EL,35,334040,52.8,86.5,3.63,2.49,0.000222,79.76240391334733,19.5,60.0,j-rock,-41.618435,-20.764969
The Byrds,Turn! Turn! Turn! (To Everything There Is a Season),True,https://www.whosampled.com/The-Byrds/Turn-Turn-Turn/,1965,0,0,5,0,0,0,5qBqBdfTEIWJwAS0Jm2F5R,64,229360,45.1,81.8,4.390000000000001,13.5,0.00292,67.59841602608898,5.2,75.5,psych-rock,-9.731665,17.09051
The Lovin' Spoonful,Do You Believe in Magic?,True,https://www.whosampled.com/The-Lovin%27-Spoonful/Do-You-Believe-in-Magic/,1965,0,0,10,0,0,0,1udKn1oNKYQSQ9OmiIWCMu,70,125826,55.3,73.8,4.569999999999999,21.3,0.0,68.34847426042394,33.900000000000006,75.9,psych-rock,12.839229,14.115886
The Beatles,Help!,True,https://www.whosampled.com/The-Beatles/Help/,1965,0,0,0,0,0,0,6EdSN1iGtLPhcz43QDRkdK,58,138285,55.2,73.4,2.91,22.1,0.0,72.24784532960633,11.6,84.6,british,5.6138797,23.312809
Tom Jones,With These Hands,True,https://www.whosampled.com/Tom-Jones/With-These-Hands/,1965,0,0,1,1,0,0,0aWSniH4QYPIljBpe9Ppqh,27,161906,33.300000000000004,30.7,3.96,67.60000000000001,0.00215,0.0,33.900000000000006,36.5,british,83.25813,18.213888
Bob Dylan,Like a Rolling Stone,True,https://www.whosampled.com/Bob-Dylan/Like-a-Rolling-Stone/,1965,8,0,52,0,0,0,3AhXZa8sUQht0UEdBJgpGc,70,369600,48.2,72.1,3.2099999999999995,73.1,0.0,73.58490566037736,18.9,55.7,country,50.956364,1.4013922
Sonny & Cher,I Got You Babe,True,https://www.whosampled.com/Sonny/I-Got-You-Babe/,1965,7,0,32,0,0,0,4SGBuq37Ol4HJr7pQqFMKa,65,190080,62.9,79.5,2.78,13.6,0.000544,77.40041928721175,13.2,60.0,rock-n-roll,0.91252095,4.827309
Wilson Pickett,In the Midnight Hour,True,https://www.whosampled.com/Wilson-Pickett/In-the-Midnight-Hour/,1965,15,0,64,0,0,0,51FpZbIYAtkWtbFzZVLxUk,0,157160,75.1,44.4,4.03,12.0,0.000353,65.24109014675052,11.8,84.89999999999999,funk,2.8813143,48.08101
Four Tops,"I Can't Help Myself (Sugar Pie, Honey Bunch)",True,https://www.whosampled.com/Four-Tops/I-Can%27t-Help-Myself/,1965,4,0,8,0,0,0,3cdvpzOwafSUPewl5M2jZL,0,163680,68.8,72.6,2.8400000000000003,18.8,0.0,82.85115303983228,6.239999999999999,96.4,disco,6.3791394,22.205946
The Byrds,Mr. Tambourine Man,True,https://www.whosampled.com/The-Byrds/Mr-Tambourine-Man/,1965,8,0,17,0,0,0,2HCaIYjkvWSZzaSKUoOh3d,64,149466,45.6,47.0,2.94,51.3,0.00376,60.88982063824832,44.4,63.9,psych-rock,47.079018,15.30253
The Beach Boys,"Help Me, Rhonda",True,"https://www.whosampled.com/The-Beach-Boys/Help-Me,-Rhonda/",1965,17,0,34,0,0,0,1JorgVEvGT4McTPnJSQGtP,29,169280,52.8,71.6,3.08,10.4,0.0,70.60796645702307,5.52,85.1,psych-rock,-6.8119187,22.272842
Donovan,Catch the Wind,True,https://www.whosampled.com/Donovan/Catch-the-Wind/,1965,1,0,38,0,0,0,505Pd7CPHoewIE3Io2EpWd,22,173813,38.5,30.6,2.97,45.2,0.000743,48.76310272536688,12.8,54.6,british,64.99446,20.992657
Gerry & The Pacemakers,You'll Never Walk Alone,False,,1965,0,0,3,0,0,0,6fSNK6QlZskYmKTvJnNH5P,58,159546,47.4,36.5,3.06,25.1,0.000202,80.0745399487538,18.6,21.9,british,53.183277,-12.452436
The Beau Brummels,Just a Little,True,https://www.whosampled.com/The-Beau-Brummels/Just-a-Little/,1965,1,0,7,0,0,0,5SyFWmUPpCaw09rCZs1eCi,34,145506,59.1,61.1,3.94,16.5,0.00371,62.68343815513627,11.4,65.5,garage,18.39038,19.394001
Tom Jones,It's Not Unusual,True,https://www.whosampled.com/Tom-Jones/It%27s-Not-Unusual/,1965,11,0,69,0,0,0,4TEm9jNuY0PdBJUskXl1Jq,0,120240,52.1,81.5,5.489999999999999,51.8,0.0,76.80409969718146,12.6,95.0,british,36.74644,19.984283
The Seekers,I'll Never Find Another You,True,https://www.whosampled.com/The-Seekers/I%27ll-Never-Find-Another-You/,1964,0,0,16,0,0,0,1sQ5WUWw3JrsSEhdiQlfRt,55,162320,56.7,67.2,3.36,75.0,8.37,69.73212205916607,36.7,79.0,british,48.63642,19.02364
The Animals,Don't Let Me Be Misunderstood,True,https://www.whosampled.com/The-Animals/Don%27t-Let-Me-Be-Misunderstood/,1965,9,0,12,1,0,0,0KpTFH1SzexN8SGc0GPILC,57,145693,54.6,56.8,2.85,14.6,0.0,60.70347076636386,77.0,48.8,british,-26.34674,-53.84591
The Temptations,My Girl,True,https://www.whosampled.com/The-Temptations/My-Girl/,1964,41,0,120,0,0,0,745H5CctFr12Mo7cqa1BMH,79,165000,57.2,41.8,3.49,63.5,0.0,55.420451898439325,9.61,69.39999999999999,funk,66.65911,20.373953
Petula Clark,Downtown,True,https://www.whosampled.com/Petula-Clark/Downtown/,1964,11,0,86,0,1,0,2PaRgKXIroJJ351nwLmIe0,20,185066,49.5,54.0,3.89,71.8,0.0,60.50314465408805,16.3,55.900000000000006,rock-n-roll,54.365353,4.96993
The Righteous Brothers,You've Lost That Lovin' Feelin',True,https://www.whosampled.com/The-Righteous-Brothers/You%27ve-Lost-That-Lovin%27-Feelin%27/,1964,5,0,108,0,0,0,5GMw6X6BbCDGO9gApQYRSa,59,225426,36.6,31.7,2.7,54.1,0.0,40.33542976939204,8.649999999999999,39.8,rock-n-roll,69.40552,14.381525
The Kinks,All Day And All Of The Night,True,https://www.whosampled.com/The-Kinks/All-Day-And-All-Of-The-Night/,1964,5,0,40,0,1,0,7xQMKG2omICY6LEAmJIfwk,41,142480,55.1,95.8,8.34,51.2,0.0,92.14535290006988,7.62,70.89999999999999,british,38.922066,-3.141269
Bobby Vinton,Mr. Lonely,True,https://www.whosampled.com/Bobby-Vinton/Mr.-Lonely/,1962,15,0,29,0,0,0,5KG2ahk1cONbHvg3dBdTbx,54,161373,24.5,29.3,3.03,81.69999999999999,0.0,57.17679944095039,17.7,34.4,rock-n-roll,89.92571,0.22175728
George Jones,The Race Is On,True,https://www.whosampled.com/George-Jones/The-Race-Is-On/,1964,0,0,36,0,0,0,62OQBigJvRuggCFv3E3LFK,22,124800,65.3,48.7,3.41,72.3,0.0,46.38248311204286,17.0,92.1,honky-tonk,55.123837,31.545012
The Beach Boys,"Dance, Dance, Dance",True,"https://www.whosampled.com/The-Beach-Boys/Dance,-Dance,-Dance/",1964,5,0,7,0,0,0,107Rm04DaGWg6GqFILZ5W5,26,124146,50.8,84.39999999999999,5.52,21.8,0.000236,72.69508502212905,6.069999999999999,55.00000000000001,psych-rock,7.362424,-0.3987283
Herman's Hermits,I'm into Something Good,True,https://www.whosampled.com/Herman%27s-Hermits/I%27m-into-Something-Good/,1964,2,0,8,1,0,0,4Vng7f02Hz7XvPFsC1qFjl,54,153240,58.9,45.1,3.15,82.19999999999999,0.000125,67.29093873747962,15.1,73.4,rockabilly,68.298225,16.575201
The Drifters,Saturday Night at the Movies,True,https://www.whosampled.com/The-Drifters/Saturday-Night-at-the-Movies/,1964,0,0,9,0,0,0,0jrdWPwYjUZvqfJcwE8ddh,57,153626,70.8,54.50000000000001,5.0200000000000005,64.8,0.0,71.08315863032844,12.1,93.5,rockabilly,48.08949,31.464712
The Kinks,You Really Got Me,True,https://www.whosampled.com/The-Kinks/You-Really-Got-Me/,1964,17,0,86,0,0,0,6mcn8yWhqQ1nkfVAHVXFrz,38,132777,56.89999999999999,95.9,9.96,9.11,0.026,88.19473561611927,8.09,96.0,british,-16.689516,16.387808
The Supremes,Baby Love,True,https://www.whosampled.com/The-Supremes/Baby-Love/,1964,14,0,27,0,0,0,4BxHd0qZINzh99YC1Enwlh,0,154906,54.2,60.6,3.94,36.8,0.0,78.34614488702539,15.1,49.1,disco,36.84383,-10.998473
Jay & The Americans,Come A Little Bit Closer,True,https://www.whosampled.com/Jay/Come-A-Little-Bit-Closer/,1964,13,0,44,0,0,0,252YuUdUaC5OojaBU0H1CP,65,166666,63.6,68.4,5.7,52.0,0.15,62.11041229909154,53.400000000000006,88.1,r-n-b,43.83681,14.185721
Roy Orbison,"Oh, Pretty Woman",True,"https://www.whosampled.com/Roy-Orbison/Oh,-Pretty-Woman/",1964,26,0,89,0,0,0,48i055G1OT5KxGGftwFxWy,73,178933,61.9,60.3,3.42,71.2,0.0,61.27649662240857,7.21,95.8,r-n-b,53.4277,26.529402
Little Anthony & The Imperials,I'm On The Outside (Looking In),True,https://www.whosampled.com/Little-Anthony/I%27m-On-The-Outside/,1964,21,0,89,0,0,0,2GMHqFwYnY3OGSvACE1pkE,42,187733,38.3,28.2,4.67,82.0,0.00176,50.64057768460285,21.2,24.6,blues,87.067894,8.183556
The Animals,House of the Rising Sun,True,https://www.whosampled.com/The-Animals/House-of-the-Rising-Sun/,1964,43,0,179,1,0,0,4mn2kNTqiGLwaUR8JdhJ1l,75,269906,31.6,48.4,3.08,0.0334,0.445,63.00489168413698,9.12,29.9,blues,-82.45255,-12.373941
Nat King Cole,L-O-V-E,True,https://www.whosampled.com/Nat-King-Cole/L-O-V-E/,1964,4,0,30,1,0,0,6egkvLCcA2onpiYgat3cB6,0,155306,42.5,37.3,8.01,68.60000000000001,0.0,70.30514791521081,7.7,66.3,jazz,65.36276,14.946131
Dean Martin,Everybody Loves Somebody,True,https://www.whosampled.com/Dean-Martin/Everybody-Loves-Somebody/,1964,4,0,3,1,0,0,5I9sHwLDX28tLtzVgKLtpr,68,164546,36.6,39.1,4.25,85.39999999999999,0.0,48.040996971814586,35.2,46.1,jazz,92.4383,8.052243
The Drifters,Under the Boardwalk,True,https://www.whosampled.com/The-Drifters/Under-the-Boardwalk/,1964,4,0,58,0,0,0,65jrjEhWfAvysKfnojk1i0,68,161960,74.7,22.6,4.14,90.8,0.0168,41.92406242720708,10.7,77.8,rock-n-roll,77.37285,18.348469
Chuck Berry,You Never Can Tell,True,https://www.whosampled.com/Chuck-Berry/You-Never-Can-Tell/,1964,0,0,32,0,0,0,6FT83pFXKhDlXDsNJFAHWz,70,161906,52.5,85.2,22.2,73.1,0.00511,61.09946424411833,21.8,88.4,blues,49.001762,23.036283
Gerry & The Pacemakers,How Do You Do It? - Mono,False,,1960,0,0,1,0,0,0,7LfvdUcwrrMKVh8WPGXnbA,26,114986,61.7,71.1,2.97,36.0,0.000159,75.47635686000466,8.41,96.3,rockabilly,30.3424,24.941578
Elvis Presley,Such a Night,True,https://www.whosampled.com/Elvis-Presley/Such-a-Night/,1960,1,0,2,1,0,0,1vGfZYrNSxT72PdgToMubU,54,178760,41.8,76.6,8.62,74.7,0.0,52.266480316794784,22.2,90.6,rockabilly,50.7265,22.055105
Nancy Wilson,(You Don't Know) How Glad I Am,True,https://www.whosampled.com/Nancy-Wilson/How-Glad-I-Am/,1964,1,0,8,0,0,0,3mdrUFX79uk5UvRXrKJq3p,0,157386,51.1,44.0,3.08,74.2,0.00105,63.00489168413698,32.800000000000004,61.1,jazz,67.06783,11.410717
Solomon Burke,Everybody Needs Somebody to Love,True,https://www.whosampled.com/Solomon-Burke/Everybody-Needs-Somebody-to-Love/,1964,3,0,16,0,0,0,6kLE4Rnz6Te74Qu4hokQKt,0,164826,65.9,50.5,4.31,18.7,0.0,56.74819473561612,22.9,87.1,blues,20.433338,39.95519
